caseid,age,total_children,felling_live,gender,marital_status,education,self_rated_mental_health,income_respondent,average_hours_worked
2951,69.9,2,7,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$25,000 to $49,999",Valid skip
2952,42.7,2,8,Male,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$50,000 to $74,999",30.0 to 40.0 hours
2953,46.8,2,9,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$25,000 to $49,999",30.0 to 40.0 hours
2954,42.9,0,9,Female,"Single, never married","College, CEGEP or other non-university certificate or di...",Excellent,"$100,000 to $ 124,999",30.0 to 40.0 hours
2955,21.1,0,7,Female,"Single, never married","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"Less than $25,000",0.1 to 29.9 hours
2956,38.8,0,7,Male,Separated,Trade certificate or diploma,Excellent,"$50,000 to $74,999",30.0 to 40.0 hours
2957,68.5,4,9,Male,Married,High school diploma or a high school equivalency certificate,Good,"$25,000 to $49,999",Valid skip
2958,64.4,0,5,Female,Married,"College, CEGEP or other non-university certificate or di...",Good,"Less than $25,000",Valid skip
2959,78.8,4,10,Female,Widowed,Trade certificate or diploma,Excellent,"Less than $25,000",Valid skip
2960,66.1,4,10,Male,Married,Less than high school diploma or its equivalent,Good,"$25,000 to $49,999",Valid skip
2961,66,2,8,Female,Widowed,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$100,000 to $ 124,999",Valid skip
2962,80,2,10,Female,Widowed,Less than high school diploma or its equivalent,Excellent,"$25,000 to $49,999",Valid skip
2963,67.7,1,5,Female,Widowed,Less than high school diploma or its equivalent,Good,"Less than $25,000",Valid skip
2964,29.3,0,9,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$50,000 to $74,999",30.0 to 40.0 hours
2965,63.2,2,10,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$50,000 to $74,999",30.0 to 40.0 hours
2966,41.6,3,0,Female,Separated,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Fair,"$25,000 to $49,999",Valid skip
2967,77.9,2,10,Female,Widowed,Less than high school diploma or its equivalent,Excellent,"Less than $25,000",Valid skip
2968,75.8,0,5,Male,"Single, never married",Less than high school diploma or its equivalent,Fair,"Less than $25,000",Valid skip
2969,25.9,0,10,Female,Living common-law,"College, CEGEP or other non-university certificate or di...",Excellent,"$25,000 to $49,999",30.0 to 40.0 hours
2970,77.3,2,10,Male,Married,"College, CEGEP or other non-university certificate or di...",Excellent,"$50,000 to $74,999",Valid skip
2971,46.3,3,7,Male,Married,"University certificate, diploma or degree above the bach...",Good,"$50,000 to $74,999",30.0 to 40.0 hours
2972,50.7,7,8,Male,Married,Trade certificate or diploma,Very good,"$50,000 to $74,999",40.1 to 50.0 hours
2973,64.2,4,10,Female,Married,"College, CEGEP or other non-university certificate or di...",Excellent,"Less than $25,000",0.1 to 29.9 hours
2974,43.3,2,10,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$25,000 to $49,999",Valid skip
2975,60.2,1,8,Female,Married,"College, CEGEP or other non-university certificate or di...",Good,"$25,000 to $49,999",Valid skip
2976,42.2,2,10,Male,Married,"College, CEGEP or other non-university certificate or di...",Excellent,"Less than $25,000",30.0 to 40.0 hours
2977,37.8,2,9,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$100,000 to $ 124,999",30.0 to 40.0 hours
2978,65.8,2,7,Male,Divorced,High school diploma or a high school equivalency certificate,Excellent,"$25,000 to $49,999",40.1 to 50.0 hours
2979,61.4,0,9,Male,"Single, never married",High school diploma or a high school equivalency certificate,Very good,"$25,000 to $49,999",Valid skip
2980,69.3,2,8,Female,Married,Trade certificate or diploma,Very good,"$25,000 to $49,999",Valid skip
2981,33,0,8,Male,"Single, never married",High school diploma or a high school equivalency certificate,Very good,"$50,000 to $74,999",40.1 to 50.0 hours
2982,37.3,1,10,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$50,000 to $74,999",30.0 to 40.0 hours
2983,52.7,0,9,Male,Separated,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$50,000 to $74,999",30.0 to 40.0 hours
2984,62.8,2,7,Male,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Good,"Less than $25,000",30.0 to 40.0 hours
2985,61.8,0,10,Male,Married,"College, CEGEP or other non-university certificate or di...",Very good,"Less than $25,000",Valid skip
2986,80,2,8,Male,Widowed,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Good,"$125,000 and more",Valid skip
2987,77.8,3,10,Male,Widowed,Less than high school diploma or its equivalent,Very good,"$25,000 to $49,999",Valid skip
2988,76.7,4,10,Female,Widowed,Less than high school diploma or its equivalent,Good,"$25,000 to $49,999",Valid skip
2989,50.4,0,8,Male,Divorced,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$25,000 to $49,999",30.0 to 40.0 hours
2990,36,5,9,Female,Married,High school diploma or a high school equivalency certificate,Good,"$25,000 to $49,999",0.1 to 29.9 hours
2991,64.3,3,9,Female,Separated,Less than high school diploma or its equivalent,Excellent,"$75,000 to $99,999",30.0 to 40.0 hours
2992,22.8,0,8,Male,"Single, never married","College, CEGEP or other non-university certificate or di...",Good,"$25,000 to $49,999",30.0 to 40.0 hours
2993,66.6,4,6,Female,Married,Less than high school diploma or its equivalent,Excellent,"Less than $25,000",Valid skip
2994,42.7,0,6,Female,"Single, never married","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Fair,"$50,000 to $74,999",Valid skip
2995,27.6,0,8,Male,"Single, never married","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$50,000 to $74,999",30.0 to 40.0 hours
2996,57.1,0,6,Male,"Single, never married","College, CEGEP or other non-university certificate or di...",Very good,"Less than $25,000",0.1 to 29.9 hours
2997,52,1,7,Male,"Single, never married",Less than high school diploma or its equivalent,Very good,"$25,000 to $49,999",30.0 to 40.0 hours
2998,35.3,2,8,Male,Married,"College, CEGEP or other non-university certificate or di...",Very good,"$100,000 to $ 124,999",30.0 to 40.0 hours
2999,60.6,2,9,Male,Married,High school diploma or a high school equivalency certificate,Very good,"$25,000 to $49,999",30.0 to 40.0 hours
3000,69,3,9,Female,Married,"College, CEGEP or other non-university certificate or di...",Excellent,"$75,000 to $99,999",Valid skip
3001,34.7,2,8,Male,Married,"College, CEGEP or other non-university certificate or di...",Very good,"$50,000 to $74,999",30.0 to 40.0 hours
3002,61.3,2,10,Male,Married,Trade certificate or diploma,"NA","Less than $25,000",Valid skip
3003,56.7,2,7,Female,"Single, never married","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Good,"Less than $25,000",40.1 to 50.0 hours
3004,55.3,2,10,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$125,000 and more",0.1 to 29.9 hours
3005,65.2,2,10,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$25,000 to $49,999",0.1 to 29.9 hours
3006,50.8,0,7,Female,"Single, never married","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Good,"$125,000 and more",30.0 to 40.0 hours
3007,69.8,7,5,Male,Divorced,Less than high school diploma or its equivalent,Poor,"Less than $25,000",Valid skip
3008,69.3,2,8,Female,Married,High school diploma or a high school equivalency certificate,Fair,"Less than $25,000",Valid skip
3009,75.2,5,7,Male,Widowed,Less than high school diploma or its equivalent,Good,"Less than $25,000",Valid skip
3010,67.8,1,9,Male,Married,"University certificate, diploma or degree above the bach...",Excellent,"$50,000 to $74,999",Valid skip
3011,67,0,10,Female,Widowed,"University certificate, diploma or degree above the bach...",Excellent,"$50,000 to $74,999",30.0 to 40.0 hours
3012,27.9,0,9,Female,Living common-law,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$50,000 to $74,999",40.1 to 50.0 hours
3013,34,0,9,Male,Living common-law,"College, CEGEP or other non-university certificate or di...",Very good,"$25,000 to $49,999",30.0 to 40.0 hours
3014,67.9,1,8,Male,Married,Less than high school diploma or its equivalent,Very good,"Less than $25,000",0.1 to 29.9 hours
3015,55,3,9,Female,Married,"University certificate, diploma or degree above the bach...",Good,"$100,000 to $ 124,999",30.0 to 40.0 hours
3016,16.2,0,8,Male,"Single, never married",Less than high school diploma or its equivalent,Very good,"Less than $25,000",0.1 to 29.9 hours
3017,80,2,10,Female,Widowed,Less than high school diploma or its equivalent,Excellent,"$25,000 to $49,999",Valid skip
3018,44.6,5,10,Female,Living common-law,"College, CEGEP or other non-university certificate or di...",Excellent,"$75,000 to $99,999",30.0 to 40.0 hours
3019,37.6,1,10,Female,Married,"College, CEGEP or other non-university certificate or di...",Excellent,"$25,000 to $49,999",30.0 to 40.0 hours
3020,73.2,0,9,Female,Married,"University certificate, diploma or degree above the bach...",Excellent,"$75,000 to $99,999",Valid skip
3021,37.8,2,6,Female,Married,High school diploma or a high school equivalency certificate,Good,"$50,000 to $74,999",30.0 to 40.0 hours
3022,53.1,2,7,Female,Separated,Less than high school diploma or its equivalent,Good,"$25,000 to $49,999",Don't know
3023,38.8,4,9,Male,Married,"College, CEGEP or other non-university certificate or di...",Very good,"$50,000 to $74,999",30.0 to 40.0 hours
3024,41.6,3,9,Female,Married,"College, CEGEP or other non-university certificate or di...",Excellent,"$50,000 to $74,999",30.0 to 40.0 hours
3025,30.4,3,6,Male,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$125,000 and more",30.0 to 40.0 hours
3026,42.5,0,8,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$75,000 to $99,999",30.0 to 40.0 hours
3027,66,1,8,Male,Married,"College, CEGEP or other non-university certificate or di...",Very good,"Less than $25,000",Valid skip
3028,48.9,0,NA,Female,"Single, never married","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$50,000 to $74,999",Don't know
3029,76.3,6,10,Female,Married,High school diploma or a high school equivalency certificate,Good,"Less than $25,000",Valid skip
3030,27.2,0,10,Female,Living common-law,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$25,000 to $49,999",30.0 to 40.0 hours
3031,45.9,0,5,Female,"Single, never married",University certificate or diploma below the bachelor's level,Fair,"$25,000 to $49,999",30.0 to 40.0 hours
3032,34,0,8,Female,"Single, never married","College, CEGEP or other non-university certificate or di...",Very good,"$25,000 to $49,999",30.0 to 40.0 hours
3033,80,4,8,Female,Widowed,"College, CEGEP or other non-university certificate or di...",Very good,"$50,000 to $74,999",Valid skip
3034,58.8,2,8,Male,Married,Trade certificate or diploma,Good,"$50,000 to $74,999",50.1 hours and more
3035,63.1,2,9,Female,Married,"College, CEGEP or other non-university certificate or di...",Very good,"$25,000 to $49,999",0.1 to 29.9 hours
3036,21.8,0,8,Female,"Single, never married",High school diploma or a high school equivalency certificate,Very good,"Less than $25,000",30.0 to 40.0 hours
3037,44.5,4,10,Male,Living common-law,High school diploma or a high school equivalency certificate,Very good,"$75,000 to $99,999",30.0 to 40.0 hours
3038,60.6,4,8,Male,Living common-law,Trade certificate or diploma,Good,"$50,000 to $74,999",30.0 to 40.0 hours
3039,54,2,10,Male,Living common-law,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$50,000 to $74,999",30.0 to 40.0 hours
3040,41,0,9,Male,Married,University certificate or diploma below the bachelor's level,Very good,"$75,000 to $99,999",30.0 to 40.0 hours
3041,37.6,1,9,Male,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$50,000 to $74,999",30.0 to 40.0 hours
3042,80,3,8,Female,Widowed,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$75,000 to $99,999",Valid skip
3043,46,2,8,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"Less than $25,000",0.1 to 29.9 hours
3044,39.4,NA,0,Male,Living common-law,"University certificate, diploma or degree above the bach...",Poor,"$75,000 to $99,999",0.1 to 29.9 hours
3045,69.9,3,8,Female,Widowed,Less than high school diploma or its equivalent,Very good,"Less than $25,000",Valid skip
3046,47.8,2,9,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$50,000 to $74,999",30.0 to 40.0 hours
3047,72.8,3,10,Female,Divorced,"University certificate, diploma or degree above the bach...",Very good,"$125,000 and more",30.0 to 40.0 hours
3048,44.3,3,9,Female,Divorced,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Good,"$75,000 to $99,999",30.0 to 40.0 hours
3049,63.3,2,4,Male,"Single, never married","College, CEGEP or other non-university certificate or di...",Fair,"Less than $25,000",Valid skip
3050,65.3,1,8,Male,Married,High school diploma or a high school equivalency certificate,Very good,"Less than $25,000",Valid skip
3051,59.8,2,4,Female,Divorced,"College, CEGEP or other non-university certificate or di...",Fair,"$25,000 to $49,999",Valid skip
3052,50.6,2,7,Female,Married,Less than high school diploma or its equivalent,Good,"Less than $25,000",30.0 to 40.0 hours
3053,69,0,8,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$50,000 to $74,999",Valid skip
3054,36.3,1,7,Male,"Single, never married",High school diploma or a high school equivalency certificate,Very good,"$25,000 to $49,999",30.0 to 40.0 hours
3055,52.1,5,8,Male,Divorced,"College, CEGEP or other non-university certificate or di...",Excellent,"Less than $25,000",0.1 to 29.9 hours
3056,55.3,2,7,Male,Married,Trade certificate or diploma,Excellent,"$75,000 to $99,999",40.1 to 50.0 hours
3057,39.7,1,9,Male,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$75,000 to $99,999",40.1 to 50.0 hours
3058,38.5,2,7,Male,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"Less than $25,000",30.0 to 40.0 hours
3059,75,3,8,Female,Married,"NA",Good,"$25,000 to $49,999",0.1 to 29.9 hours
3060,39.9,0,6,Male,"Single, never married",Trade certificate or diploma,Good,"$25,000 to $49,999",30.0 to 40.0 hours
3061,30.7,0,8,Male,Living common-law,"College, CEGEP or other non-university certificate or di...",Good,"$25,000 to $49,999",40.1 to 50.0 hours
3062,51.7,0,9,Male,Married,"College, CEGEP or other non-university certificate or di...",Very good,"$25,000 to $49,999",30.0 to 40.0 hours
3063,24.5,2,10,Male,"Single, never married",High school diploma or a high school equivalency certificate,Excellent,"$50,000 to $74,999",40.1 to 50.0 hours
3064,44.6,0,9,Male,Living common-law,"College, CEGEP or other non-university certificate or di...",Very good,"Less than $25,000",30.0 to 40.0 hours
3065,28.6,2,9,Male,Married,Trade certificate or diploma,Excellent,"$50,000 to $74,999",50.1 hours and more
3066,35.6,2,8,Female,Married,"University certificate, diploma or degree above the bach...",Excellent,"$50,000 to $74,999",30.0 to 40.0 hours
3067,70.6,2,8,Female,Married,Less than high school diploma or its equivalent,Good,"Less than $25,000",Valid skip
3068,37.7,3,8,Male,Married,University certificate or diploma below the bachelor's level,Excellent,"$75,000 to $99,999",30.0 to 40.0 hours
3069,42,1,8,Female,Divorced,"College, CEGEP or other non-university certificate or di...",Good,"$50,000 to $74,999",40.1 to 50.0 hours
3070,47.1,2,9,Male,Married,Trade certificate or diploma,Very good,"$125,000 and more",50.1 hours and more
3071,65.8,1,8,Female,Married,High school diploma or a high school equivalency certificate,Very good,"Less than $25,000",0.1 to 29.9 hours
3072,70.8,2,10,Male,Married,Less than high school diploma or its equivalent,Very good,"$25,000 to $49,999",0.1 to 29.9 hours
3073,68.5,3,10,Female,Married,Less than high school diploma or its equivalent,Very good,"$25,000 to $49,999",40.1 to 50.0 hours
3074,32.9,0,5,Female,"Single, never married",Trade certificate or diploma,Fair,"$25,000 to $49,999",30.0 to 40.0 hours
3075,67,1,10,Female,Divorced,"University certificate, diploma or degree above the bach...",Excellent,"$125,000 and more",40.1 to 50.0 hours
3076,64.1,0,7,Female,"Single, never married","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Good,"$25,000 to $49,999",50.1 hours and more
3077,58.3,0,8,Male,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$125,000 and more",30.0 to 40.0 hours
3078,22.7,0,7,Male,"Single, never married",High school diploma or a high school equivalency certificate,Good,"Less than $25,000",0.1 to 29.9 hours
